clave_entidad,entidad_federativa,clave_municipio,municipio,poblacion_total,poblacion_de_15_anos_o_mas_analfabeta,poblacion_de_6_a_14_anos_que_no_asiste_a_la_escuela,poblacion_de_15_anos_y_mas_con_educacion_basica_incompleta,poblacion_sin_derechohabiencia_a_servicios_de_salud,viviendas_con_piso_de_tierra,viviendas_que_no_disponen_de_excusado_o_sanitario,viviendas_que_no_disponen_de_agua_entubada_de_la_red_publica,viviendas_que_no_disponen_de_drenaje,viviendas_que_no_disponen_de_energia_electrica,viviendas_que_no_disponen_de_lavadora,viviendas_que_no_disponen_de_refrigerador,indice_de_rezago_social,grado_de_rezago_social
11,Guanajuato,11010,Coroneo,11083,7.694236,5.431971,41.115288,16.403501000000002,1.440461,3.489117,1.0243280000000001,6.498079,0.8002560000000001,33.834827000000004,8.226633,-0.599197,Bajo
11,Guanajuato,11011,Cortazar,97928,5.0310440000000005,6.409826,33.765862,20.357814,4.053148,1.9674330000000002,1.1197409999999999,2.6810709999999998,0.571699,16.642353,6.793360000000001,-0.8845879999999999,Muy bajo
11,Guanajuato,11012,Cuerámaro,30857,8.323276,7.141478,44.843771000000004,22.108435999999998,1.6922130000000002,2.881668,0.797057,3.5315760000000003,0.674433,25.787860000000002,7.3819740000000005,-0.63918,Bajo
11,Guanajuato,11013,Doctor Mora,27390,9.264621,4.842906,37.363794,16.918582999999998,1.894893,4.618801,0.710585,5.077719999999999,0.917839,32.568467999999996,15.988157000000001,-0.545608,Bajo
11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,163038,8.055551,7.533484,42.728516,23.891976,4.18208,7.418824000000001,3.062063,8.618475,1.500206,23.985306,11.43136,-0.43223100000000003,Bajo
11,Guanajuato,11015,Guanajuato,194500,3.3080589999999996,5.5315769999999995,23.772601,14.297172,1.506613,2.544588,3.7665330000000004,3.007417,0.52867,17.407386,5.960611,-1.030786,Muy bajo
11,Guanajuato,11016,Huanímaro,21128,6.707317,5.846598999999999,43.149974,10.597311999999999,0.632911,3.276247,0.595681,3.797468,0.428146,25.037229999999997,10.927029,-0.671679,Bajo
11,Guanajuato,11017,Irapuato,592953,3.9433059999999998,7.449822,27.537152000000003,18.935902,1.9001560000000002,1.026506,1.404034,1.497592,0.183822,16.972927,5.457349,-1.038608,Muy bajo
11,Guanajuato,11018,Jaral del Progreso,38782,6.963438000000001,6.3106800000000005,35.647502,14.547985999999998,2.335371,1.31302,0.601383,1.202766,0.330761,18.302095,8.56971,-0.8436319999999999,Muy bajo
11,Guanajuato,11019,Jerécuaro,49517,12.394121,7.809294,46.766141,15.255367000000001,1.9121709999999998,7.772284,2.97368,9.85895,1.228733,32.725025,9.473608,-0.247495,Bajo
11,Guanajuato,11020,León,1721215,3.3156519999999996,7.639628,28.718842,22.182238,1.355127,0.673361,3.568313,0.655414,0.220592,14.857331,6.140215,-1.054585,Muy bajo
11,Guanajuato,11021,Moroleón,47261,5.393671,9.104163,41.910825,22.517509,0.680272,0.45585200000000003,0.462866,0.63118,0.161302,15.092222,2.8192720000000002,-0.9234469999999999,Muy bajo
11,Guanajuato,11022,Ocampo,26383,8.024329,7.969555000000001,49.559836,21.131031,3.181596,4.878447,4.225812,6.7874039999999995,1.680535,22.907489,15.66324,-0.364146,Bajo
11,Guanajuato,11023,Pénjamo,154960,8.166222,6.651832000000001,45.959293,18.902297,1.645144,7.265422,2.597862,8.379874000000001,0.720224,28.440019,9.752091,-0.463296,Bajo
11,Guanajuato,11024,Pueblo Nuevo,12403,8.450395,8.462694,44.490781,17.390954,1.099237,3.6335879999999996,0.366412,2.412214,0.21374,17.129770999999998,6.687023,-0.701691,Bajo
11,Guanajuato,11025,Purísima del Rincón,83842,4.39269,10.8742,51.19082,22.328904,1.400998,1.174218,1.466512,1.053268,0.43340200000000006,15.224511999999999,8.411027,-0.7181310000000001,Muy bajo
11,Guanajuato,11026,Romita,65766,7.570373,7.178897,43.613103,12.504942,1.6877900000000001,4.544049,1.7372490000000003,5.415765,0.537867,21.230294,12.36476,-0.57924,Bajo
11,Guanajuato,11027,Salamanca,273417,5.120621,5.596439,29.322084000000004,16.467154999999998,1.4562389999999998,1.381492,1.342784,1.675142,0.210894,12.493492999999999,4.448805,-1.056396,Muy bajo
11,Guanajuato,11028,Salvatierra,94126,7.585881,6.114797,40.958187,13.961073,3.417078,1.894925,1.176562,3.184095,0.500913,17.764920999999998,6.9700619999999995,-0.73253,Muy bajo
11,Guanajuato,11029,San Diego de la Unión,41054,10.340405,5.7087959999999995,49.656822,16.453939000000002,4.734662,12.369304,2.870389,15.062142000000001,0.9666600000000001,26.385875,16.068258,-0.144878,Bajo
11,Guanajuato,11030,San Felipe,119793,8.701872,5.937416000000001,41.295071,17.607039,3.209894,10.276666,7.484986999999999,12.196168,1.51201,32.166857,13.768945,-0.253882,Bajo
11,Guanajuato,11031,San Francisco del Rincón,130871,4.932874,10.168025,47.039316,24.516509,1.4149770000000002,2.204876,1.259485,2.422565,0.317204,14.373678,9.267322,-0.751296,Muy bajo
11,Guanajuato,11032,San José Iturbide,89558,5.771622,4.429679,27.316778000000003,19.621921,2.343096,2.646994,0.629817,3.140277,0.374367,23.505836,9.235851,-0.930426,Muy bajo
11,Guanajuato,11033,San Luis de la Paz,128536,8.770437,5.76069,37.340426,24.940873,5.2205129999999995,7.394355,5.559764,8.748064999999999,1.3010110000000001,27.469451,16.359804,-0.402081,Bajo
11,Guanajuato,11034,Santa Catarina,5723,12.620878,4.3956040000000005,42.177039,11.130526,3.504218,5.645685,3.958469,7.462687,3.244646,53.147307,21.933809,-0.0032549999999999996,Bajo
11,Guanajuato,11035,Santa Cruz de Juventino Rosas,82340,7.969156,8.434903,41.493283,21.627399,5.794479,2.351907,2.413936,4.553913,0.69265,22.185465,6.7145660000000005,-0.594873,Bajo
11,Guanajuato,11036,Santiago Maravatío,6714,10.182517,4.977876,46.666667,13.836758999999999,0.950475,1.70085,0.450225,1.50075,0.2001,15.457729,6.553277,-0.735575,Muy bajo
11,Guanajuato,11037,Silao de la Victoria,203556,5.516197,5.973632,33.781325,14.32284,3.099094,2.016666,5.141532,2.199218,0.47893100000000005,21.573386,9.241442,-0.7804840000000001,Muy bajo
11,Guanajuato,11038,Tarandacuao,11304,6.958885,7.466972999999999,41.45794,17.179759,0.9093760000000001,1.975541,1.066165,1.881468,0.5644399999999999,25.180307,5.236751,-0.746019,Muy bajo
11,Guanajuato,11039,Tarimoro,35905,8.928901,5.773842,44.876951,12.209999,3.4452300000000005,2.326266,1.050255,3.5924620000000003,0.530035,20.318020999999998,7.43031,-0.627255,Bajo
11,Guanajuato,11040,Tierra Blanca,20007,10.575529,3.787268,38.097999,20.677763,4.33095,17.282942000000002,5.291113,32.441266999999996,2.002043,64.698672,26.762002000000003,0.325468,Medio
11,Guanajuato,11041,Uriangato,61494,5.740194,8.140085000000001,46.675461999999996,21.093115,1.2399790000000002,0.444086,1.009285,0.73822,0.288367,15.981314000000001,4.654248,-0.830709,Muy bajo
11,Guanajuato,11042,Valle de Santiago,150054,7.02283,8.345042,41.43039,21.354979,4.420796,3.11044,1.604193,3.7272339999999997,0.349428,18.27086,8.38363,-0.676837,Bajo
11,Guanajuato,11043,Victoria,21253,8.432103,3.360698,37.372164,15.771891,6.576296000000001,13.372413,11.613849,16.523173,2.36307,52.720278,20.278439000000002,0.091415,Bajo
11,Guanajuato,11044,Villagrán,65791,5.063796,5.131471,27.761689,16.745452,3.925279,0.647091,1.507844,1.15988,0.299127,17.263903,6.470911,-0.995057,Muy bajo
11,Guanajuato,11045,Xichú,11143,14.611575,6.9887429999999995,50.404067,4.765324,6.156406,8.386023,17.271214999999998,11.281198,3.161398,46.72213,25.324459,0.44792,Medio
11,Guanajuato,11046,Yuriria,68741,9.774891,7.646551,49.890762,19.183602,3.1044560000000003,4.001878,1.4713559999999999,5.290619,0.44871099999999997,22.200772,7.648961999999999,-0.5020399999999999,Bajo
12,Guerrero,12001,Acapulco de Juárez,779566,5.840108,5.0468519999999994,29.747092,27.954657,7.076217,5.0160860000000005,6.924525999999999,4.094755,0.388847,41.579374,10.339580999999999,-0.580997,Bajo
12,Guerrero,12002,Ahuacuotzingo,25205,26.612603999999997,8.736609,70.62028000000001,16.060305,21.506494,17.679654,16.536797,23.411255,3.532468,72.329004,28.744589,1.6586130000000001,Alto
12,Guerrero,12003,Ajuchitlán del Progreso,37655,17.241782999999998,6.398852,56.357468999999995,35.931483,18.604399,17.477517000000002,13.728465,19.102828,2.633005,62.151912,16.816557,0.846409,Medio
12,Guerrero,12004,Alcozauca de Guerrero,21225,38.670840000000005,13.122084,76.065495,15.797409,22.533466,26.202281,3.569658,30.614774,1.289043,75.061973,33.366386,2.0728169999999997,Muy alto
12,Guerrero,12005,Alpoyeca,7813,16.333459,4.328453,51.433421,16.024573999999998,5.578728,2.86757,3.9624610000000002,3.9624610000000002,0.6256520000000001,40.458811,15.067779000000002,-0.13381700000000002,Bajo
12,Guerrero,12006,Apaxtla,11112,12.384905,6.508876,48.994942,28.599712,11.519945,9.456671,13.308116,10.316369,1.856946,49.415406,12.998624000000001,0.207002,Medio
12,Guerrero,12007,Arcelia,33267,10.403634,5.025997,41.811638,30.336369,11.391978,6.628469,9.538254,7.089091000000001,1.067296,38.422649,11.459387,-0.18522,Bajo
12,Guerrero,12008,Atenango del Río,9147,16.204857,6.962414999999999,60.305106,13.632885,12.474521000000001,10.150836,22.421525,11.210761999999999,1.7529560000000002,50.50958,13.779046,0.628686,Medio
12,Guerrero,12009,Atlamajalcingo del Monte,5811,29.500965,8.135861,64.350703,11.048012,44.96063,30.393701,10.393701,62.283465,4.724409,95.905512,66.456693,3.055902,Muy alto
12,Guerrero,12010,Atlixtac,28491,30.586940000000002,7.631842,66.77096,11.775648,30.878929,15.788707999999998,14.770081,35.855646,3.8562279999999998,89.871944,62.98021,2.34953,Muy alto
12,Guerrero,12011,Atoyac de Álvarez,60680,9.800536,5.096811,40.072243,23.968359,16.182853,5.546474,2.542134,6.747083,1.488078,59.252579000000004,19.187194,0.031814,Bajo
12,Guerrero,12012,Ayutla de los Libres,69123,17.837104,7.093213,52.616227,16.823632999999997,23.314322,30.532319,7.224335000000001,32.74398,4.683143,81.387833,35.918884999999996,1.6047850000000001,Alto
12,Guerrero,12013,Azoyú,15099,16.069429,3.3405949999999995,46.948488,30.160938,10.631849,8.883189999999999,22.476101999999997,12.124038,2.05176,67.241781,22.103054,0.514385,Medio
12,Guerrero,12014,Benito Juárez,15442,7.500209,4.717401000000001,35.287731,27.956222999999998,6.530369,4.168321,3.394204,4.208019,1.528384,45.653037,14.787614000000001,-0.436513,Bajo
12,Guerrero,12015,Buenavista de Cuéllar,12982,7.757028999999999,3.871625,42.37636,21.529811,3.483454,2.2642450000000003,3.70739,2.164718,0.49763599999999997,35.008709,8.758398,-0.613283,Bajo
12,Guerrero,12016,Coahuayutla de José María Izazaga,12408,18.885017,14.279091000000001,69.60511,5.359446,26.630278999999998,37.403045,21.832807,41.396151,3.188739,43.091066,13.530595000000002,1.847462,Muy alto
12,Guerrero,12017,Cocula,15579,11.481213,9.929342,51.343256,37.743116,12.468016,6.46662,7.071412,6.582926,0.6513140000000001,43.568272,9.909281,-0.014041,Bajo
12,Guerrero,12018,Copala,14463,14.388066,4.251245,46.422613,23.045011,10.361446,12.698795,5.180723,13.253012,1.6867470000000002,45.325301,18.939759,0.17581,Medio
12,Guerrero,12019,Copalillo,15598,26.934772,11.543287,69.063266,12.161816,33.170451,20.925553,67.778097,39.925266,2.874389,83.44351800000001,29.31877,2.749238,Muy alto
12,Guerrero,12020,Copanatoyac,21648,29.892863000000002,10.90134,70.26558,14.065965,25.158609,37.366003000000006,14.810764,42.660249,2.647123,92.21177,50.557865,2.5465310000000003,Muy alto
12,Guerrero,12021,Coyuca de Benítez,73056,12.245939,4.315079,41.947488,25.895204,12.983361,10.049215,8.197797,10.363253,1.354582,56.212796,18.382939,0.151475,Medio
12,Guerrero,12022,Coyuca de Catalán,38554,16.853339000000002,10.494021,55.986725,33.838253,18.773911,14.546981,13.968460999999998,12.111597999999999,3.3311559999999996,44.163478999999995,16.030606,0.712881,Medio
12,Guerrero,12023,Cuajinicuilapa,26627,18.290456,6.931449000000001,53.582296,20.666992,10.194175,10.463861999999999,7.928803,11.407767,1.725998,41.990291,19.255663000000002,0.35478200000000004,Medio
12,Guerrero,12024,Cualác,7874,15.996863000000001,4.97168,57.40051,10.998222,10.203046,7.461929,12.690355,14.213198,2.893401,62.48731,29.64467,0.6656989999999999,Medio
12,Guerrero,12025,Cuautepec,17024,14.915523,3.9484980000000003,49.674409999999995,22.174577,16.567777,22.774989,20.241899,35.349156,0.912825,75.42218199999999,25.741670000000003,1.0697379999999999,Alto
12,Guerrero,12026,Cuetzala del Progreso,8272,16.212172,6.4093230000000005,62.437644999999996,37.753868,15.680596,9.267686999999999,62.2259,14.770376,1.406703,67.728589,20.314439,1.24265,Alto
12,Guerrero,12027,Cutzamala de Pinzón,20537,20.992955,11.932514999999999,64.354244,46.720553,8.597285000000001,6.9004520000000005,7.918552,7.078216,1.648352,29.864253,7.611505999999999,0.209761,Medio
12,Guerrero,12028,Chilapa de Álvarez,123722,23.448089000000003,7.293823,57.535918,25.412619,21.67213,16.44081,18.340035999999998,21.942483,1.561286,78.60498100000001,37.379609,1.411,Alto
12,Guerrero,12029,Chilpancingo de los Bravo,283354,5.478115,4.183358,25.359412,27.445175,10.645121000000001,1.549563,9.853061,1.8522869999999998,0.49486499999999994,45.310534999999994,11.091605,-0.579304,Bajo
12,Guerrero,12030,Florencio Villarreal,22250,12.761892,5.1377,43.457636,25.213483,12.052402,11.947598,18.515284,12.663755,0.9257639999999999,44.69869,16.908297,0.228375,Medio
12,Guerrero,12031,General Canuto A. Neri,6278,14.405399,5.460751,59.506632999999994,39.136668,19.387117,17.13571,16.385241,19.574734,2.626642,55.47217,16.697936,0.782896,Medio
12,Guerrero,12032,General Heliodoro Castillo,37254,14.638394,7.002602,61.30970500000001,20.800451000000002,41.233574,14.620575,17.509175,16.396354000000002,4.261868,73.825027,41.789984999999994,1.6752,Alto
12,Guerrero,12033,Huamuxtitlán,17488,14.409579,5.97534,48.232865000000004,21.346066,6.439722,3.9028620000000003,2.5151779999999997,4.076323,1.0407629999999999,34.648742,13.486557000000001,-0.225142,Bajo
12,Guerrero,12034,Huitzuco de los Figueroa,36593,12.776061,8.001368,50.727369,13.969885000000001,10.682013000000001,7.314753,29.078284000000004,11.519072,0.5707220000000001,49.652811,10.491772000000001,0.383238,Medio
12,Guerrero,12035,Iguala de la Independencia,154173,5.257979,5.166961,29.326083,29.791209000000002,11.830623,1.239911,15.739853,1.50427,0.488946,43.396889,8.88525,-0.484134,Bajo
12,Guerrero,12036,Igualapa,11739,16.968469,4.615385,49.132582,25.078797,20.172242,14.375620999999999,14.011262,20.006625,2.848625,76.647897,25.604505,0.954925,Medio
12,Guerrero,12037,Ixcateopan de Cuauhtémoc,6138,11.772458,4.603854,52.668569999999995,17.02509,11.355528999999999,9.21522,6.777646000000001,9.571938000000001,0.653983,60.642093,16.052319,0.211931,Medio
12,Guerrero,12038,Zihuatanejo de Azueta,126001,5.998359,5.493939,32.74706,24.153776999999998,6.648608,2.985035,6.568149000000001,1.657459,0.5605319999999999,30.402832,8.590356,-0.671834,Bajo
12,Guerrero,12039,Juan R. Escudero,26093,12.234467,4.997808,46.382366999999995,22.918024,7.036726,4.70984,7.485282000000001,4.821979,0.728904,57.737595,13.821138000000001,-0.07409,Bajo
12,Guerrero,12040,Leonardo Bravo,26357,15.788266,6.057674,53.9485,19.789808999999998,22.251676,4.740371,2.697645,4.6779980000000005,1.418993,68.158428,27.070014,0.56019,Medio
12,Guerrero,12041,Malinaltepec,29625,16.752535,2.565187,45.273604999999996,19.848101,39.114281,26.021697,7.058998,49.42785,6.464556,90.830733,55.80324,2.0796349999999997,Muy alto
12,Guerrero,12042,Mártir de Cuilapan,18613,25.607739000000002,7.734807000000001,64.46171700000001,23.977864999999998,20.596708,4.753086,12.81893,17.386831,0.7818930000000001,76.646091,29.135802,1.13742,Alto
12,Guerrero,12043,Metlatónoc,18859,37.984278,9.042769999999999,71.935242,7.8583169999999996,29.694775,30.574237,3.931712,52.793585,5.871702,92.47284,61.846869999999996,2.911277,Muy alto
12,Guerrero,12044,Mochitlán,12402,11.308254,4.408353,44.570465999999996,17.537494,19.729979,4.725376,2.7615830000000003,4.633323000000001,2.0865299999999998,60.693464,18.563976999999998,0.199186,Medio
12,Guerrero,12045,Olinalá,28446,22.224615,9.67963,62.862065,19.630176000000002,16.91475,19.380544,49.64667,28.341603000000003,2.916855,65.539017,34.897008,1.810943,Muy alto
12,Guerrero,12046,Ometepec,68207,16.013295,4.574025,41.620505,29.387013,14.759912,12.283455,16.480642,13.94024,2.9298919999999997,71.578886,25.136612,0.6477,Medio
12,Guerrero,12047,Pedro Ascencio Alquisiras,7076,15.626982,8.765522,70.014802,10.641605,24.346792999999998,37.054632,26.187648,42.814727000000005,5.819477,66.448931,32.83848,2.12233,Muy alto
12,Guerrero,12048,Petatlán,44583,9.995905,10.413885,45.061903,28.710495,10.151539,6.053812000000001,3.8193910000000004,6.850161999999999,1.136539,32.441627000000004,11.040668,-0.205994,Bajo
12,Guerrero,12049,Pilcaya,12753,7.621580000000001,7.6301619999999994,52.043867999999996,30.965263,3.887025,6.347875,7.8579419999999995,6.571588,1.7337810000000002,45.357942,20.162192,-0.11368099999999999,Bajo
12,Guerrero,12050,Pungarabato,38482,8.876851,6.342528,37.757313,47.591082,6.449076,2.369249,4.168305,2.202123,0.422729,42.154934999999995,8.720016000000001,-0.5869989999999999,Bajo
12,Guerrero,12051,Quechultenango,36143,21.141834,5.93083,58.536687,20.692804000000002,21.840107,9.792318,5.739169,13.164359,1.540866,71.873604,27.177311,0.9242520000000001,Medio
12,Guerrero,12052,San Luis Acatlán,46270,19.81107,5.507592,51.666445,20.300410999999997,37.183125,34.421112,14.614075,42.858494,5.987514,87.13583,42.054484,2.2284029999999997,Muy alto
12,Guerrero,12053,San Marcos,50124,14.862635999999998,4.056644,48.620670000000004,27.270369,10.638451,19.698709,17.173601,21.126255,1.3845049999999999,62.431851,19.806313,0.6156,Medio
12,Guerrero,12054,San Miguel Totolapan,24139,16.736053,10.425963000000001,58.771537,20.493807,35.103604,27.093853000000003,20.511928,30.715653999999997,4.788437999999999,66.794358,35.434442,1.8892240000000002,Muy alto
12,Guerrero,12055,Taxco de Alarcón,105586,8.207283,5.009598,39.433946,19.355786,6.782551,4.990807,8.136386,6.896205999999999,0.47133500000000006,53.772355000000005,15.808123000000002,-0.22522899999999998,Bajo
12,Guerrero,12056,Tecoanapa,46063,14.421438,3.221809,45.653683,22.145757,11.922877,26.024555,5.274079,26.845928000000004,1.7551439999999998,79.967145,26.085077,0.800443,Medio
12,Guerrero,12057,Técpan de Galeana,65237,11.055999,6.116179,46.037138,27.426153999999997,12.823642999999999,7.558878999999999,6.093901,9.720739,1.485325,43.511878,13.006765,-0.006518,Bajo
12,Guerrero,12058,Teloloapan,53817,10.895367,5.185263,48.022296999999995,28.438969,11.288927000000001,10.467128,19.528547,11.065456,0.865052,52.955594,12.737889,0.209592,Medio
12,Guerrero,12059,Tepecoacuilco de Trujano,30806,15.762378,7.946357000000001,51.463873,20.122703,17.177006,9.379624,15.959021,9.937393,1.115538,57.712008999999995,12.669323,0.522841,Medio
12,Guerrero,12060,Tetipac,13552,9.761479,5.901639,58.505832,19.273908,9.137192,9.914255,8.199357000000001,13.799570999999998,1.795284,54.662379,26.473740999999997,0.35285900000000003,Medio
12,Guerrero,12061,Tixtla de Guerrero,43171,11.48147,4.200669,35.932628,26.059160000000002,17.771139,5.160239,29.639689,10.610176,0.65182,65.127648,23.519826000000002,0.407787,Medio
12,Guerrero,12062,Tlacoachistlahuaca,22781,39.578322,14.811441,70.206594,28.444757,26.122283,27.666057000000002,3.9813120000000004,28.092626,4.1031889999999995,85.11070500000001,34.755231,2.291287,Muy alto
12,Guerrero,12063,Tlacoapa,10092,18.651035,6.244617,54.91778299999999,4.766151,48.536392,19.106013,4.588608,48.101265999999995,15.743670999999999,90.625,64.596519,2.858437,Muy alto
12,Guerrero,12064,Tlalchapa,11681,15.791967999999999,7.3860660000000005,49.543893,33.618697,6.575102,5.698422,7.364114999999999,5.961426,1.19813,29.398013,7.5686729999999995,-0.18451700000000001,Bajo
12,Guerrero,12065,Tlalixtaquilla de Maldonado,7602,21.048513,5.521049,62.773865,20.810313,11.228814,11.175847000000001,23.781779999999998,20.497881,1.0593219999999999,45.868644,17.955508,0.7607510000000001,Medio
12,Guerrero,12066,Tlapa de Comonfort,96125,16.438009,7.34048,43.472537,28.386996000000003,16.403199,6.448763,9.368607,11.64218,1.6458990000000002,68.26297199999999,25.864794,0.49728999999999995,Medio
12,Guerrero,12067,Tlapehuala,22209,14.973262,4.787506,44.244971,43.279751,11.327524,4.271314,11.908422999999999,4.100461,1.093456,55.80044399999999,10.01196,-0.028732999999999998,Bajo
12,Guerrero,12068,La Unión de Isidoro Montes de Oca,26349,13.275635999999999,6.699692999999999,51.801731,22.114691,6.686614,11.877195,8.624951,13.373228,1.4049690000000001,28.294522999999998,9.236373,-0.0026550000000000002,Bajo
12,Guerrero,12069,Xalpatláhuac,11966,33.974359,8.962083,72.582799,12.961725,12.931376,16.937723000000002,49.861166,21.896073,1.626339,83.18127700000001,30.1071,2.0646,Muy alto
12,Guerrero,12070,Xochihuehuetlán,7862,19.918986,3.4705410000000003,60.091581999999995,15.873823000000002,9.566075,4.930966000000001,9.566075,6.903353,1.42998,41.420118,12.919132000000001,0.242333,Medio
12,Guerrero,12071,Xochistlahuaca,29891,36.932322,10.699452,70.658063,12.120705000000001,36.324675,12.584416000000001,5.584416,22.883117000000002,5.597403,91.038961,41.909091,2.3434369999999998,Muy alto
12,Guerrero,12072,Zapotitlán Tablas,12004,22.631022,8.193124000000001,61.209635,6.056315000000001,42.894911,13.813614999999999,7.038995,32.319894,6.4771980000000005,94.448116,76.404494,2.48207,Muy alto
12,Guerrero,12073,Zirándaro,18031,20.178660999999998,16.771627,69.068292,34.412955,14.884189000000001,16.213494,8.076536,12.104733,2.195368,36.998993,14.582075,0.800867,Medio
12,Guerrero,12074,Zitlala,21977,26.814362,7.745715,63.25439300000001,22.537198,23.940020999999998,6.945881,26.904515999999997,27.26646,1.2581870000000002,90.434333,42.537056,1.720882,Alto
12,Guerrero,12075,Eduardo Neri,53126,13.337129000000001,5.8270480000000004,45.650995,25.887513000000002,13.556197000000001,2.396986,13.916947,2.6855860000000003,0.921918,54.882155000000004,16.426166000000002,0.099217,Bajo
12,Guerrero,12076,Acatepec,40197,20.900916,4.390339,58.521725,8.097619,59.343491,18.630966,4.8622,53.97714499999999,13.085369,98.655613,77.80640799999999,3.197062,Muy alto
12,Guerrero,12077,Marquelia,14280,12.576410000000001,4.111111,41.93807,27.268908000000003,13.478485999999998,8.320373,14.02281,10.575428,1.52929,61.14567099999999,22.446864,0.27866399999999997,Medio
12,Guerrero,12078,Cochoapa el Grande,21241,53.057286,22.246771,82.787964,18.087660999999997,45.186972,63.546441,18.6731,70.39806999999999,11.363088000000001,97.15319699999999,73.05187,4.998727,Muy alto
12,Guerrero,12079,José Joaquín de Herrera,18381,32.019265000000004,7.819383,68.801284,15.418095000000001,31.850354,39.939333000000005,20.500506,45.803841999999996,3.665319,97.446916,67.037412,2.992723,Muy alto
12,Guerrero,12080,Juchitán,7559,18.322337,6.054131,54.62771,24.06403,12.166589,15.86336,21.89986,17.407581,2.246139,51.567617999999996,20.26205,0.763133,Medio
12,Guerrero,12081,Iliatenco,11679,13.130651,3.459372,39.968548999999996,23.186917,35.024065,23.731951000000002,5.479451999999999,50.351721999999995,7.034432000000001,91.632729,51.832654999999995,1.8202740000000002,Muy alto
13,Hidalgo,13001,Acatlán,22268,11.131549,7.359522999999999,45.946975,44.000359,1.742398,8.267851,3.382303,14.40041,1.02494,35.907072,14.827468,-0.301684,Bajo
13,Hidalgo,13002,Acaxochitlán,46065,16.290907,7.1841539999999995,54.347613,35.703897,11.111111,5.272745,14.600709,14.936248,1.59141,66.110632,47.962803,0.711946,Medio
13,Hidalgo,13003,Actopan,61002,3.8393839999999995,2.9213259999999996,24.638064,36.669290000000004,2.352651,2.900782,2.543573,3.4735480000000005,1.0346739999999999,38.547761,16.179097,-0.870466,Muy bajo
13,Hidalgo,13004,Agua Blanca de Iturbide,10313,11.738424,3.495358,40.739236,33.123243,3.157895,5.368421,2.526316,11.578947,3.824561,54.701754,36.982456,0.026182,Bajo
13,Hidalgo,13005,Ajacuba,18872,5.57613,3.896552,32.261896,34.235904999999995,1.898121,3.776874,1.975596,3.621925,0.910323,44.218478000000005,18.419524,-0.671084,Bajo
13,Hidalgo,13006,Alfajayucan,19162,8.377519,2.4901310000000003,36.238954,34.030894,2.722323,10.036298,3.157895,14.119782,1.669691,49.927405,18.656987,-0.308831,Bajo
13,Hidalgo,13007,Almoloya,12546,6.579521000000001,2.784223,31.023965000000004,21.377330999999998,3.7507050000000004,4.060914,1.579244,4.342922,1.184433,42.978003,22.701635999999997,-0.552404,Bajo
13,Hidalgo,13008,Apan,46681,5.012232,3.506076,26.557433000000003,29.410253000000004,1.6027870000000002,1.502129,1.285327,2.152536,0.5729770000000001,31.374371000000004,14.448316,-0.931588,Muy bajo
13,Hidalgo,13009,El Arenal,19836,4.371659999999999,4.145541000000001,28.470603999999998,36.080863,2.685203,4.43725,5.5037139999999996,5.979813,1.504475,44.124928999999995,19.405827,-0.62489,Bajo
13,Hidalgo,13010,Atitalaquia,31525,2.6971990000000003,3.182111,26.53146,26.296590000000002,0.8976870000000001,1.1278629999999998,0.517896,1.081828,0.44884300000000005,28.679940000000002,13.453792000000002,-1.0458020000000001,Muy bajo
13,Hidalgo,13011,Atlapexco,19812,18.808347,2.872896,39.70346,15.88936,5.190638,2.925632,7.3423929999999995,25.745564,1.0570030000000001,81.82333,28.274821000000003,0.3984,Medio
13,Hidalgo,13012,Atotonilco el Grande,30135,8.34955,4.059329,40.335792,33.280239,2.0918,8.558451,4.721492,11.080564,1.661487,42.840067,16.770260999999998,-0.34279699999999996,Bajo
13,Hidalgo,13013,Atotonilco de Tula,62470,2.1002259999999997,3.970827,21.232664,27.736514,0.512821,1.127078,1.5440969999999998,0.9242040000000001,0.304311,26.165117000000002,10.340941,-1.155127,Muy bajo
13,Hidalgo,13014,Calnali,16150,17.101304000000003,2.313811,50.083584,19.900929,7.274265,2.093466,3.002749,3.21421,1.437936,68.703743,30.471558,0.189925,Medio
13,Hidalgo,13015,Cardonal,19431,10.019578,1.9662060000000001,34.170046,27.600226,4.498938,6.198108,2.529446,8.688936,1.7957130000000001,57.597992000000005,23.575979999999998,-0.249766,Bajo
13,Hidalgo,13016,Cuautepec de Hinojosa,60421,8.172724,5.542397,41.155011,40.888102,2.6518919999999997,6.231325,3.193476,7.0779380000000005,0.8528389999999999,43.077689,18.364044,-0.43598400000000004,Bajo
13,Hidalgo,13017,Chapantongo,12967,8.040253,4.7573739999999995,43.147628999999995,30.546772999999998,2.035558,11.337284,2.808554,14.790003,3.7103839999999995,55.24349399999999,26.977583000000003,0.013212999999999999,Bajo
13,Hidalgo,13018,Chapulhuacán,22903,13.545295999999999,4.809524,45.327277,19.717941,7.2240910000000005,2.658978,5.494153,5.317956,2.0182599999999997,43.969246000000005,28.143521000000003,-0.018165999999999998,Bajo
13,Hidalgo,13019,Chilcuautla,18909,7.485094,2.055011,33.733209,33.476122,4.429765,7.382942,3.108607,8.52924,2.059452,56.246356999999996,23.003691,-0.313465,Bajo
