clave_entidad,entidad_federativa,clave_municipio,municipio,poblacion_total,poblacion_de_15_anos_o_mas_analfabeta,poblacion_de_6_a_14_anos_que_no_asiste_a_la_escuela,poblacion_de_15_anos_y_mas_con_educacion_basica_incompleta,poblacion_sin_derechohabiencia_a_servicios_de_salud,viviendas_con_piso_de_tierra,viviendas_que_no_disponen_de_excusado_o_sanitario,viviendas_que_no_disponen_de_agua_entubada_de_la_red_publica,viviendas_que_no_disponen_de_drenaje,viviendas_que_no_disponen_de_energia_electrica,viviendas_que_no_disponen_de_lavadora,viviendas_que_no_disponen_de_refrigerador,indice_de_rezago_social,grado_de_rezago_social
19,Nuevo León,19049,Santiago,46784,1.968721,6.241678,26.603888,15.738287,1.6604139999999998,1.785466,1.681256,0.785049,0.31263,9.552591,3.459775,-1.1603290000000002,Muy bajo
19,Nuevo León,19050,Vallecillo,1552,4.6568629999999995,6.25,52.124183,9.342784,0.35587199999999997,2.313167,3.202847,9.074733,0.533808,15.658363,3.024911,-0.686661,Bajo
19,Nuevo León,19051,Villaldama,3573,2.994012,8.409091,31.842198,7.4167369999999995,0.7898890000000001,0.868878,1.816746,3.159558,0.394945,14.533965,3.396524,-0.983773,Muy bajo
20,Oaxaca,20001,Abejones,841,21.639344,2.531646,52.459016000000005,5.231867,15.740741,0.462963,0.462963,22.685185,1.851852,77.777778,42.592593,0.815821,Medio
20,Oaxaca,20002,Acatlán de Pérez Figueroa,45167,12.79878,5.334785,50.259146,26.247039,8.600662,5.161936,8.03908,20.201554,1.600123,39.087621999999996,17.424417000000002,0.06673899999999999,Bajo
20,Oaxaca,20003,Asunción Cacalotepec,2547,20.710059,3.073286,55.782679,23.792697,25.81864,1.7632240000000001,8.312342999999998,67.506297,3.7783379999999998,94.836272,73.551637,1.873466,Muy alto
20,Oaxaca,20004,Asunción Cuyotepeji,1107,8.303249000000001,3.636364,46.089048999999996,27.913279,6.1946900000000005,7.079646,1.474926,9.439528,1.179941,51.917404,24.188791000000002,-0.15800899999999998,Bajo
20,Oaxaca,20005,Asunción Ixtaltepec,15261,11.375948,3.036145,41.853488,21.853089999999998,2.979327,1.905148,2.533441,2.107823,1.540332,33.198215999999995,15.383056,-0.494904,Bajo
20,Oaxaca,20006,Asunción Nochixtlán,20464,6.057854,3.3226150000000003,33.140021999999995,34.108678999999995,12.589521000000001,1.375801,12.664908,16.509612,3.6750849999999997,43.6487,31.304184000000003,-0.050485,Bajo
20,Oaxaca,20007,Asunción Ocotlán,2395,31.576145,3.215434,75.346113,43.465553,54.367666,3.3898309999999996,5.345502,57.757497,2.346806,68.318123,40.547588,2.1761150000000002,Muy alto
20,Oaxaca,20008,Asunción Tlacolulita,734,8.695652,14.285714000000002,63.478260999999996,23.160763,11.19403,3.3582089999999996,2.61194,3.731343,1.8656720000000002,59.701493000000006,23.880597,0.324694,Medio
20,Oaxaca,20009,Ayotzintepec,6857,12.727658,4.245641,59.678102,22.619221,8.539095,1.286008,6.584362,20.627572,1.646091,70.26749000000001,33.590534999999996,0.449867,Medio
20,Oaxaca,20010,El Barrio de la Soledad,13474,6.119742,3.889185,33.848048999999996,20.016328,1.754386,2.0313939999999997,2.285319,2.216066,0.738689,23.084026,9.510619,-0.8563139999999999,Muy bajo
20,Oaxaca,20011,Calihualá,1402,23.535676000000002,3.225806,67.731629,20.542082999999998,11.79941,9.439528,4.424779,26.843658,1.769912,56.047198,26.843658,0.821549,Medio
20,Oaxaca,20012,Candelaria Loxicha,11166,20.879757,10.372447,62.089423,42.441340000000004,25.143091000000002,2.1259200000000003,16.148814,25.429272,8.789861,86.753884,55.805397,1.768702,Alto
20,Oaxaca,20013,Ciénega de Zimatlán,3043,7.590617999999999,2.727273,49.808102000000005,29.346040000000002,11.160714,0.334821,0.446429,2.566964,0.892857,17.410714000000002,12.723214,-0.583268,Bajo
20,Oaxaca,20014,Ciudad Ixtepec,28082,6.495087,3.514685,30.935890999999998,25.268855,4.738562,1.493931,2.1591970000000003,1.3422040000000002,1.038749,34.593838,11.146125,-0.756319,Muy bajo
20,Oaxaca,20015,Coatecas Altas,5356,30.512071999999996,7.379678999999999,75.32502,28.360716999999998,23.184818,6.848185000000001,16.831682999999998,61.551155,1.650165,82.013201,44.554455,2.010036,Muy alto
20,Oaxaca,20016,Coicoyán de las Flores,9563,42.691088,16.105477,80.362804,16.250131,38.781665000000004,6.513872,2.352232,68.576598,7.720145,92.159228,76.296743,3.30464,Muy alto
20,Oaxaca,20017,La Compañía,3607,18.700416,5.025997,66.074802,27.529803,16.525024,2.360718,13.597733999999999,41.076487,2.077432,61.473088,36.827195,1.031368,Alto
20,Oaxaca,20018,Concepción Buenavista,752,8.287293,6.349206,64.825046,18.085106,7.172996,6.329114,5.907173,8.860759,3.797468,46.835443,43.459916,0.416116,Medio
20,Oaxaca,20019,Concepción Pápalo,2754,18.588808,4.192872,70.364964,20.297749,18.52286,0.937866,0.468933,23.329426,0.468933,54.747948,35.169988000000004,0.68511,Medio
20,Oaxaca,20020,Constancia del Rosario,4847,30.482165999999996,11.346316999999999,59.214003000000005,16.133691,18.578198999999998,1.421801,0.947867,4.739336,3.033175,61.421801,30.7109,0.96141,Medio
20,Oaxaca,20021,Cosolapa,14488,10.149877,5.697528,42.980459,23.923247,7.8311779999999995,3.5862410000000002,3.830202,4.537692,1.366187,35.935594,16.979751,-0.29893000000000003,Bajo
20,Oaxaca,20022,Cosoltepec,803,5.405405,4.0,45.310016,23.038605,5.067568,6.081081,5.405405,25.337838,2.702703,58.108107999999994,27.702703000000003,0.065971,Bajo
20,Oaxaca,20023,Cuilápam de Guerrero,26882,4.311917,5.282853,33.112079,40.3653,12.071685,2.7956990000000004,37.462365999999996,21.620072,4.9319,45.820789000000005,24.845878,0.27179699999999996,Medio
20,Oaxaca,20024,Cuyamecalco Villa de Zaragoza,3644,29.794653000000004,7.104558,73.731112,29.884742,10.893032,2.649657,3.140334,27.379784,2.453386,75.95682,44.84789,1.24711,Alto
20,Oaxaca,20025,Chahuites,11356,10.918084,10.293361,51.140065,38.376189000000004,5.242183,2.605763,22.992029000000002,2.0539549999999998,0.735745,33.721643,18.056407,-0.070896,Bajo
20,Oaxaca,20026,Chalcatongo de Hidalgo,9035,11.059695,2.162516,45.4882,27.648034999999997,17.052135999999997,2.3128189999999997,10.780086,41.630733,1.764014,54.880439,59.858879,0.7006939999999999,Medio
20,Oaxaca,20027,Chiquihuitlán de Benito Juárez,2179,31.934307,3.343465,71.28953800000001,17.898118,10.752688000000001,3.091398,6.989247,24.731182999999998,2.6881720000000002,83.736559,61.55914,1.483942,Alto
20,Oaxaca,20028,Heroica Ciudad de Ejutla de Crespo,23148,13.869407,6.5898270000000005,57.291415,45.930534,23.607908,3.492586,9.555189,19.176277,1.69687,48.00659,26.622735,0.520629,Medio
20,Oaxaca,20029,Eloxochitlán de Flores Magón,4215,33.273509999999995,10.355649,69.849246,13.357057999999999,18.642612,1.116838,7.474227000000001,59.965635999999996,3.5223370000000003,92.955326,78.60824699999999,2.271906,Muy alto
20,Oaxaca,20030,El Espinal,8730,5.362637,1.869159,25.978022,20.137457,2.065472,1.519875,2.494154,1.363991,1.325019,19.953235,6.975838,-1.015521,Muy bajo
20,Oaxaca,20031,Tamazulápam del Espíritu Santo,7185,26.379039000000002,8.135349,63.297872,37.550452,19.005416,1.378631,0.7877890000000001,26.637125,2.314131,83.85032,56.326933,1.2920129999999999,Alto
20,Oaxaca,20032,Fresnillo de Trujano,1077,23.785166,5.031447,62.148338,22.005571,3.7617550000000004,7.836991,18.808777,10.031348,1.253918,30.721003000000003,16.9279,0.365571,Medio
20,Oaxaca,20033,Guadalupe Etla,2929,3.1058619999999997,5.612245,30.971128999999998,38.818709000000005,3.501946,1.297017,1.815824,6.225681,0.907912,28.793774,11.024643,-0.8902459999999999,Muy bajo
20,Oaxaca,20034,Guadalupe de Ramírez,1288,12.286325,2.830189,60.256409999999995,18.944098999999998,2.5839790000000002,2.842377,8.268734,5.9431519999999995,0.258398,33.074934999999996,15.762274,-0.22151700000000002,Bajo
20,Oaxaca,20035,Guelatao de Juárez,657,1.612903,2.285714,20.967742,12.633181,3.030303,0.0,0.0,1.818182,0.0,27.272727000000003,7.878788,-1.144406,Muy bajo
20,Oaxaca,20036,Guevea de Humboldt,5256,18.010899,6.086957,62.6703,13.527397,11.374096,3.287311,0.9204469999999999,8.218277,2.695595,78.895464,46.0881,0.799478,Medio
20,Oaxaca,20037,Mesones Hidalgo,4424,24.361493,8.00451,65.618861,15.280289000000002,12.654867,6.106195,2.831858,17.256636999999998,4.336283,70.619469,26.106195,1.003708,Alto
20,Oaxaca,20038,Villa Hidalgo,1885,16.815374,6.198347,64.310226,34.376658,15.719697,0.9469700000000001,1.893939,7.9545449999999995,2.083333,71.780303,26.325758,0.526231,Medio
20,Oaxaca,20039,Heroica Ciudad de Huajuapan de León,78313,5.154256,4.20291,31.773367999999998,47.843908,5.088769,1.345136,6.275654,1.814945,0.895109,30.918352000000002,14.044804999999998,-0.8072819999999999,Muy bajo
20,Oaxaca,20040,Huautepec,6385,37.137236,10.881935,74.200689,17.948316000000002,15.26764,1.642336,34.854015000000004,74.3309,5.839416,96.28953800000001,83.759124,2.933266,Muy alto
20,Oaxaca,20041,Huautla de Jiménez,31710,27.856757,6.544722,57.018175,28.293914,27.498859000000003,1.928343,25.216796,30.602465000000002,3.26335,81.823368,66.16841600000001,1.853011,Muy alto
20,Oaxaca,20042,Ixtlán de Juárez,8385,5.61721,3.1558189999999997,42.222981,24.376863,17.73634,0.737207,0.303556,8.976583,0.6504770000000001,53.252385,35.862966,-0.066751,Bajo
20,Oaxaca,20043,Juchitán de Zaragoza,113570,9.485722,4.260216000000001,39.008928999999995,41.316369,4.667225,2.2743130000000003,2.706851,1.035998,1.049951,34.163527,16.307381,-0.59883,Bajo
20,Oaxaca,20044,Loma Bonita,40934,10.411975,6.854777,49.635713,30.761714,6.609308,2.2213529999999997,4.583496,8.463042999999999,1.118498,34.211967,18.670317,-0.242733,Bajo
20,Oaxaca,20045,Magdalena Apasco,7888,1.9561950000000001,4.086538,27.002174,28.549696,3.113553,0.595238,1.648352,8.653846000000001,0.3663,26.465201,10.027472999999999,-0.993843,Muy bajo
20,Oaxaca,20046,Magdalena Jaltepec,2943,9.250328999999999,4.218362,56.071898,15.426435999999999,8.18084,2.906351,17.222820000000002,34.445640000000004,1.506997,49.946179,30.247578000000004,0.426558,Medio
20,Oaxaca,20047,Santa Magdalena Jicotlán,81,5.714286,0.0,54.285714,38.271605,3.333333,0.0,0.0,16.666667,0.0,60.0,10.0,-0.459308,Bajo
20,Oaxaca,20048,Magdalena Mixtepec,1433,12.656784,2.366864,58.722919,15.840893,36.395759999999996,2.826855,0.7067140000000001,92.932862,3.180212,83.745583,71.02473499999999,1.939802,Muy alto
20,Oaxaca,20049,Magdalena Ocotlán,1184,6.908664999999999,1.005025,46.487119,45.608108,30.793651,0.9523809999999999,18.095238000000002,74.603175,1.269841,50.15873,23.492063,0.750093,Medio
20,Oaxaca,20050,Magdalena Peñasco,3750,27.394561,2.026222,63.776114,12.8,15.612245000000001,1.122449,11.326531,91.326531,2.755102,63.061223999999996,63.265306,1.79183,Alto
20,Oaxaca,20051,Magdalena Teitipac,4764,24.393319,13.114754000000001,88.244564,43.073048,21.936759,1.6798419999999998,50.988141999999996,43.083003999999995,0.8893280000000001,67.49011899999999,35.27668,1.9851779999999999,Muy alto
20,Oaxaca,20052,Magdalena Tequisistlán,5996,10.019950999999999,7.255521000000001,42.540457,16.827885000000002,10.934183,4.193206,4.564756,4.77707,4.193206,54.564756,20.222929999999998,0.109878,Bajo
20,Oaxaca,20053,Magdalena Tlacotepec,1297,10.88632,4.320988,42.967245,28.064765,2.863962,4.057279,5.48926,4.057279,0.23866300000000001,44.152745,8.591885000000001,-0.45146499999999995,Bajo
20,Oaxaca,20054,Magdalena Zahuatlán,404,6.109325,3.3898309999999996,50.160771999999994,11.386139,13.846154,3.076923,0.769231,42.307691999999996,2.307692,52.307691999999996,33.076923,0.350878,Medio
20,Oaxaca,20055,Mariscala de Juárez,3739,10.714286,8.534622,58.383458999999995,17.812248999999998,2.2346369999999998,4.748603,6.517691,5.772812,0.558659,23.184358,17.970205,-0.21664099999999997,Bajo
20,Oaxaca,20056,Mártires de Tacubaya,1446,12.887597,1.6597509999999998,53.294574,21.64592,10.513447,10.757946,3.9119800000000002,11.246944000000001,1.466993,53.056235,19.315403,0.171343,Medio
20,Oaxaca,20057,Matías Romero Avendaño,38183,9.641497,4.5380080000000005,41.367914,33.609198,4.279538,2.047119,12.194476,3.979529,1.3059209999999999,38.683491,17.471102,-0.361162,Bajo
20,Oaxaca,20058,Mazatlán Villa de Flores,12722,32.104719,8.280255,69.743943,11.256092,40.841929,3.5405629999999997,7.945358000000001,15.249512,3.3732919999999997,92.389183,72.260942,2.268355,Muy alto
20,Oaxaca,20059,Miahuatlán de Porfirio Díaz,50375,10.798528,4.948230000000001,45.466458,44.321588,17.446154,1.3,8.830769,18.369231,1.461538,60.807692,28.246153999999997,0.236933,Medio
20,Oaxaca,20060,Mixistlán de la Reforma,2487,18.714769,2.391304,57.440812,13.309207999999998,20.652174,2.639752,5.279503,34.782609,5.745342,91.459627,79.347826,1.6149959999999999,Alto
20,Oaxaca,20061,Monjas,2893,22.883065,11.720227000000001,65.675403,17.110266,19.774718,9.136421,21.276595999999998,39.79975,2.1276599999999997,63.704631000000006,34.668335,1.513554,Alto
20,Oaxaca,20062,Natividad,498,4.3257,1.612903,41.73028,18.875501999999997,9.032258,0.0,0.0,1.2903229999999999,0.645161,37.419354999999996,12.258065,-0.650662,Bajo
20,Oaxaca,20063,Nazareno Etla,4293,1.3843889999999999,3.914591,23.681885,34.334964,2.218279,0.709849,7.364685000000001,3.815439,0.976043,25.998225,9.760425999999999,-1.0331219999999999,Muy bajo
20,Oaxaca,20064,Nejapa de Madero,8494,7.622964,5.948795,51.795034,25.794679000000002,14.432548,1.798715,3.8115629999999996,6.937900999999999,2.997859,52.890792000000005,27.794433,0.134442,Medio
20,Oaxaca,20065,Ixpantepec Nieves,1079,28.537454999999998,2.173913,75.02972700000001,47.822057,11.461317999999999,5.730658999999999,3.724928,5.157593,2.005731,53.581662,24.641834,0.6256470000000001,Medio
20,Oaxaca,20066,Santiago Niltepec,5342,13.926257999999999,7.7373970000000005,50.323865999999995,22.089105,3.4742330000000003,2.779386,3.8795599999999997,2.895194,2.489867,37.521714,18.702953,-0.125471,Bajo
20,Oaxaca,20067,Oaxaca de Juárez,270955,2.706512,4.310773,21.54651,36.265062,4.834804,1.0950280000000001,4.789066,1.9640549999999999,0.516573,34.357512,11.918855,-0.9584520000000001,Muy bajo
20,Oaxaca,20068,Ocotlán de Morelos,23751,7.266830000000001,5.013123,38.280316,42.924508,18.559603,1.357616,20.927152,19.437085999999997,1.125828,42.731788,24.602649,0.080942,Bajo
20,Oaxaca,20069,La Pe,3052,13.313462,18.316832,62.742176,10.419397,16.794872,0.641026,6.923077,76.538462,1.025641,63.333332999999996,59.358973999999996,1.49237,Alto
20,Oaxaca,20070,Pinotepa de Don Luis,6416,19.766397,3.4053160000000005,51.886792,14.619701000000001,15.843373000000001,5.903614,9.036145,7.46988,2.409639,86.084337,42.590361,0.8947069999999999,Medio
20,Oaxaca,20071,Pluma Hidalgo,3255,17.709251000000002,9.240924,57.312775,28.448541,21.003501,2.917153,6.30105,48.424737,5.600933,82.380397,53.208868,1.487636,Alto
20,Oaxaca,20072,San José del Progreso,8059,11.216289,8.367072,54.491873999999996,20.809033,15.054788,3.7160550000000003,28.346832,56.360172,1.238685,53.311101,44.830872,1.071579,Alto
20,Oaxaca,20073,Putla Villa de Guerrero,34652,11.448445,3.624979,44.410802000000004,25.340529,13.892473,2.591398,2.1827959999999997,17.935484,1.9247310000000002,57.946236999999996,28.483871,0.166411,Medio
20,Oaxaca,20074,Santa Catarina Quioquitani,456,7.301587,2.020202,58.095238,3.289474,3.90625,1.5625,0.78125,3.90625,0.78125,83.59375,53.90625,0.296867,Medio
20,Oaxaca,20075,Reforma de Pineda,2660,12.189293,4.3956040000000005,48.374761,16.729323,1.96281,2.892562,0.72314,2.68595,0.929752,32.541321999999994,15.702479,-0.413756,Bajo
20,Oaxaca,20076,La Reforma,3411,8.504519,7.300509,53.32785500000001,19.994137,13.416008999999999,3.7204059999999997,1.1273959999999998,7.440811999999999,3.043968,47.801578000000006,25.591883,0.14552,Medio
20,Oaxaca,20077,Reyes Etla,4370,2.5390029999999997,3.751804,36.127256,35.469108,7.116451,1.7560069999999999,14.602588,8.040664999999999,1.2014790000000002,41.774491999999995,16.266174,-0.48069799999999996,Bajo
20,Oaxaca,20078,Rojas de Cuauhtémoc,1301,3.300971,2.4390240000000003,39.514563,23.597233,4.7619050000000005,0.26455,6.084656,17.989418,0.529101,23.809524,7.407407000000001,-0.722755,Muy bajo
20,Oaxaca,20079,Salina Cruz,84438,4.083501,4.722199,27.949713,24.372913,2.745852,1.1179540000000001,8.661201,2.326129,0.8629819999999999,27.842937,8.810262,-0.854991,Muy bajo
20,Oaxaca,20080,San Agustín Amatengo,1593,20.456398,6.074766,66.829666,27.495292,20.825516,3.377111,3.5647279999999997,5.440901,2.06379,55.909943999999996,32.645403,0.72727,Medio
20,Oaxaca,20081,San Agustín Atenango,1871,21.353803,4.814815,72.993719,25.761625,6.972789,3.231293,7.823129,14.62585,2.891156,42.517007,17.346939000000003,0.470808,Medio
20,Oaxaca,20082,San Agustín Chayuco,4163,14.429529999999998,7.605633999999999,54.261745,21.811194,12.85347,2.056555,2.056555,4.7129389999999995,4.113111,78.40616999999999,37.360754,0.604934,Medio
20,Oaxaca,20083,San Agustín de las Juntas,11391,3.5882,4.557499,26.478025,38.381178000000006,9.395973,0.872483,3.9261739999999996,1.711409,0.46979899999999997,42.919463,17.416107,-0.714696,Muy bajo
20,Oaxaca,20084,San Agustín Etla,4168,2.066869,3.4071550000000004,23.495441,30.110365,3.9297660000000003,1.337793,0.585284,3.428094,0.501672,16.973244,7.943144,-1.1522569999999999,Muy bajo
20,Oaxaca,20085,San Agustín Loxicha,26194,21.593606,10.096864,65.13675500000001,13.468732999999999,50.913115999999995,1.309721,4.113632,55.801513,7.766095,93.100904,71.831765,2.624402,Muy alto
20,Oaxaca,20086,San Agustín Tlacotepec,1032,8.300395,0.571429,37.549407,23.352713,15.501520000000001,4.255319,5.471125,79.93921,4.255319,73.860182,55.927052,0.9924149999999999,Alto
20,Oaxaca,20087,San Agustín Yatareni,5521,4.9801779999999995,9.294513,53.121903,61.601158999999996,9.533897999999999,0.9180790000000001,35.946328,4.096044999999999,0.353107,42.514124,17.30226,-0.028964,Bajo
20,Oaxaca,20088,San Andrés Cabecera Nueva,2881,13.204748,3.9292730000000002,61.078140000000005,16.799722,14.196762,2.117061,8.717310000000001,48.816936,4.981319999999999,61.394769999999994,52.303861,1.088933,Alto
20,Oaxaca,20089,San Andrés Dinicuiti,2308,10.526316,4.901961,54.678363,32.885615,3.436989,3.764321,0.654664,7.037642999999999,0.327332,61.374795,29.9509,-0.065196,Bajo
20,Oaxaca,20090,San Andrés Huaxpaltepec,6234,12.943024000000001,3.429101,44.05563,29.659928999999998,11.725292999999999,2.847571,38.246790000000004,3.350084,2.177554,62.423227000000004,22.166387,0.432001,Medio
20,Oaxaca,20091,San Andrés Huayápam,6279,2.239414,4.171633,18.973941,35.96114,5.7390360000000005,0.8662700000000001,2.544667,1.949107,0.27070900000000003,22.739578,7.255008,-1.143017,Muy bajo
20,Oaxaca,20092,San Andrés Ixtlahuaca,1776,8.333333,5.447471,44.219219,48.310811,9.716599,1.8218619999999999,9.311741,43.522267,2.631579,48.582996,22.064777,0.135865,Medio
20,Oaxaca,20093,San Andrés Lagunas,518,5.076142,12.5,68.274112,18.725869,7.18232,1.1049719999999998,3.867403,78.453039,1.657459,61.325967000000006,41.98895,0.915384,Medio
20,Oaxaca,20094,San Andrés Nuxiño,1850,6.731488000000001,1.492537,43.67988,13.243243,5.631399,1.194539,19.112628,93.51535799999999,1.8771330000000002,86.177474,53.754266,1.075046,Alto
20,Oaxaca,20095,San Andrés Paxtlán,4562,24.937656,6.567533999999999,61.221945,22.249014000000003,29.543246000000003,0.971817,9.037901,89.601555,2.332362,92.808552,77.453839,2.281001,Muy alto
20,Oaxaca,20096,San Andrés Sinaxtla,756,4.448399,3.8461540000000003,33.451957,27.380952,6.6666669999999995,1.7777779999999999,3.111111,12.0,0.8888889999999999,36.888889,15.555556,-0.598065,Bajo
20,Oaxaca,20097,San Andrés Solaga,1771,6.983441,7.234042999999999,73.146148,29.136081,25.142857,0.380952,0.190476,0.380952,0.571429,84.0,39.047619,0.655867,Medio
20,Oaxaca,20098,San Andrés Teotilálpam,4233,19.728353,2.308627,61.731749,22.513583999999998,16.071429000000002,1.4285709999999998,6.071429,88.30357099999999,3.839286,67.589286,47.857143,1.449082,Alto
20,Oaxaca,20099,San Andrés Tepetlapa,381,33.208954999999996,7.142857000000001,70.895522,14.698163000000001,14.035088,7.894736999999999,5.263158,35.087719,0.0,81.578947,29.824561,1.3828340000000001,Alto
20,Oaxaca,20100,San Andrés Yaá,393,28.703704,8.108108,73.14814799999999,15.776081,18.831169,2.597403,1.9480520000000001,9.740260000000001,1.9480520000000001,86.363636,38.961039,1.291092,Alto
20,Oaxaca,20101,San Andrés Zabache,748,24.511545,4.901961,70.692718,30.347594,29.61165,3.3980580000000002,3.883495,59.223301,1.941748,52.912620999999994,19.902913,1.279723,Alto
20,Oaxaca,20102,San Andrés Zautla,5326,3.036336,4.676259,33.897461,29.064964,9.901685,2.668539,21.699438,18.75,3.230337,46.558989000000004,22.331460999999997,-0.050008,Bajo
20,Oaxaca,20103,San Antonino Castillo Velasco,6064,8.327811,8.297872,58.802739,55.046174,27.173913,1.598465,53.005115,11.061380999999999,0.19181600000000001,43.222506,28.196931,0.793025,Medio
20,Oaxaca,20104,San Antonino el Alto,2705,10.157895,4.9900199999999995,49.526315999999994,13.530498999999999,19.80198,1.131542,0.707214,85.855728,3.677511,60.678925,58.981612,1.203692,Alto
20,Oaxaca,20105,San Antonino Monte Verde,7678,12.43973,1.789137,50.607521999999996,20.526179,12.277952,1.7241380000000002,0.835946,34.326019,1.306165,50.992684999999994,57.993730000000006,0.475729,Medio
20,Oaxaca,20106,San Antonio Acutla,249,16.243655,2.941176,67.005076,12.449799,2.409639,3.6144580000000004,0.0,3.6144580000000004,0.0,74.69879499999999,54.21686700000001,0.46716899999999995,Medio
20,Oaxaca,20107,San Antonio de la Cal,26282,4.749686,5.212587,31.593003999999997,38.988661,8.882799,0.870547,6.787039,1.225214,0.403031,42.898596999999995,16.282444,-0.6182979999999999,Bajo
20,Oaxaca,20108,San Antonio Huitepec,2936,9.98062,2.7972029999999997,50.387597,20.912807,19.006210999999997,1.36646,13.043478,28.944098999999998,3.9751550000000004,60.869565,58.012421999999994,0.8418110000000001,Medio
20,Oaxaca,20109,San Antonio Nanahuatípam,1232,5.9847660000000005,2.3121389999999997,36.779108,6.655844,10.029499000000001,2.064897,3.244838,2.949853,2.949853,44.837758,18.289085999999998,-0.303757,Bajo
20,Oaxaca,20110,San Antonio Sinicahua,1668,21.880998,4.047619,57.197697,44.364508,19.221968,3.89016,42.334096,91.990847,5.263158,90.61784899999999,79.405034,2.4209810000000003,Muy alto
20,Oaxaca,20111,San Antonio Tepetlapa,4873,22.01277,6.223629,51.383399,15.842397,19.282511,6.278027,20.627803,19.910314,2.690583,92.37668199999999,40.986546999999995,1.3252469999999998,Alto
20,Oaxaca,20112,San Baltazar Chichicápam,2576,21.798493,2.888087,49.717514,43.63354,12.28473,2.985075,1.9517799999999998,4.247991000000001,1.8369689999999999,79.908152,31.343284000000004,0.41701000000000005,Medio
20,Oaxaca,20113,San Baltazar Loxicha,3169,10.798548,5.328597,63.430127,15.935626000000001,11.880046,0.11534000000000001,0.346021,46.020761,1.038062,76.470588,28.604383000000002,0.637454,Medio
20,Oaxaca,20114,San Baltazar Yatzachi el Bajo,674,13.619403,5.128205,63.432836,19.584570000000003,11.934156,3.292181,0.41152299999999997,10.288066,0.41152299999999997,66.255144,14.403292,0.238781,Medio
20,Oaxaca,20115,San Bartolo Coyotepec,10391,3.3397309999999996,2.912621,24.388996,27.023386,6.274233000000001,0.810716,7.930913,2.7141349999999997,0.9164610000000001,34.155798,13.394430999999999,-0.808538,Muy bajo
20,Oaxaca,20116,San Bartolomé Ayautla,4131,34.137559,4.611924,70.399712,21.496006,18.954826999999998,1.860053,7.440213000000001,40.832595,2.568645,96.811337,78.476528,2.023575,Muy alto
20,Oaxaca,20117,San Bartolomé Loxicha,2213,17.537073,8.173077000000001,61.637653,4.20244,10.305958,1.771337,6.763285000000001,41.867955,6.763285000000001,89.533011,47.342995,1.398284,Alto
20,Oaxaca,20118,San Bartolomé Quialana,2389,22.234451999999997,4.712041999999999,79.08640600000001,53.495186,15.522388000000001,1.343284,1.044776,12.537313000000001,1.791045,48.955224,12.388060000000001,0.44204499999999997,Medio
20,Oaxaca,20119,San Bartolomé Yucuañe,735,12.151067,7.7922080000000005,42.528736,19.319728,25.688073000000003,1.834862,0.917431,31.192660999999998,1.376147,76.146789,49.082569,0.8289610000000001,Medio
20,Oaxaca,20120,San Bartolomé Zoogocho,449,9.187279,4.225352,56.183746,29.175946999999997,15.789473999999998,3.508772,2.631579,4.385965000000001,0.877193,70.175439,20.175439,0.161434,Medio
20,Oaxaca,20121,San Bartolo Soyaltepec,596,9.3361,1.4285709999999998,53.319502,25.167785000000002,5.339805999999999,3.3980580000000002,1.4563110000000001,8.737864,1.941748,64.56310699999999,38.834951000000004,0.084991,Bajo
20,Oaxaca,20122,San Bartolo Yautepec,653,3.138075,0.0,53.347280000000005,19.14242,27.093596,0.9852219999999999,0.9852219999999999,6.896552000000001,1.477833,45.812808000000004,22.167488,0.005626,Bajo
20,Oaxaca,20123,San Bernardo Mixtepec,2829,11.156812,3.245436,54.190231000000004,20.148462,14.229249,0.790514,8.827404,34.255599,2.239789,56.916996,33.333333,0.506236,Medio
20,Oaxaca,20124,San Blas Atempa,19696,23.953228,8.914729,60.593754000000004,21.060114000000002,40.912667,5.468135,15.932337,5.192762,3.9732489999999996,55.310779000000004,27.517703000000004,1.3957389999999998,Alto
20,Oaxaca,20125,San Carlos Yautepec,11662,12.456358999999999,5.434318,60.261844999999994,18.641742,27.282016,2.963215,12.704360000000001,21.866485,6.880109,78.57629399999999,54.972752,1.406811,Alto
20,Oaxaca,20126,San Cristóbal Amatlán,5396,25.068417999999998,3.345389,58.210181000000006,10.656042,25.759767999999998,4.124457,5.2822,81.476122,3.545586,95.658466,75.036179,2.167247,Muy alto
20,Oaxaca,20127,San Cristóbal Amoltepec,1252,17.221584,2.040816,51.205511,22.683706,21.319797,4.060914,6.091371,93.654822,8.629442,74.365482,78.426396,1.964594,Muy alto
20,Oaxaca,20128,San Cristóbal Lachirioag,1342,12.670565,1.538462,62.865497,36.81073,5.845511,0.835073,0.0,0.626305,0.20876799999999998,68.05845500000001,11.899791,-0.161677,Bajo
20,Oaxaca,20129,San Cristóbal Suchixtlahuaca,356,3.100775,3.278689,42.248062,7.303371,2.654867,1.769912,0.0,1.769912,0.0,26.548672999999997,21.238938,-0.72215,Muy bajo
20,Oaxaca,20130,San Dionisio del Mar,5180,19.001085999999997,1.7970400000000002,56.053203,32.297297,7.778469,9.583074,24.579963,11.574361999999999,4.915993,62.538892000000004,41.443684000000005,0.8709319999999999,Medio
20,Oaxaca,20131,San Dionisio Ocotepec,11411,18.595579,5.839002,69.878236,36.096748999999996,25.089734,2.2972,4.522613,6.819813000000001,2.727925,73.295047,42.426418,1.0016399999999999,Alto
